0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,6.666666666666666297e-01,2.453559924999298980e-01,1.245355992499929787e+00,7.135254915624210659e-01,4.927050983124841577e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,6.666666666666666297e-01
1.010101010101010187e-02,9.545484566618340772e-01,0.000000000000000000e+00,9.545484566618340772e-01,6.562507094830706267e-01,6.562507094830706267e-01,2.453559924999298980e-01,1.199904449161763864e+00,7.058658207250684269e-01,4.850454274751315187e-01,0.000000000000000000e+00,9.545484566618340772e-01,6.562507094830706267e-01,6.562507094830706267e-01
2.020202020202020374e-02,9.111627561154892474e-01,0.000000000000000000e+00,9.111627561154892474e-01,6.456822589505187837e-01,6.456822589505187837e-01,2.453559924999298980e-01,1.156518748615419145e+00,6.981621847516553681e-01,4.773417915017184598e-01,0.000000000000000000e+00,9.111627561154892474e-01,6.456822589505187837e-01,6.456822589505187837e-01
3.030303030303030387e-02,8.697490026177833178e-01,0.000000000000000000e+00,8.697490026177833178e-01,6.349696192189739907e-01,6.349696192189739907e-01,2.453559924999298980e-01,1.115104995117713216e+00,6.904226031673199593e-01,4.696022099173830511e-01,0.000000000000000000e+00,8.697490026177833178e-01,6.349696192189739907e-01,6.349696192189739907e-01
4.040404040404040747e-02,8.302175681319745593e-01,0.000000000000000000e+00,8.302175681319745593e-01,6.241216384608795353e-01,6.241216384608795353e-01,2.453559924999298980e-01,1.075573560631904346e+00,6.826552485436043760e-01,4.618348552936674678e-01,0.000000000000000000e+00,8.302175681319745593e-01,6.241216384608795353e-01,6.241216384608795353e-01
5.050505050505051108e-02,7.924828983539172755e-01,0.000000000000000000e+00,7.924828983539172755e-01,6.131476860260272055e-01,6.131476860260272055e-01,2.453559924999298980e-01,1.037838890853847174e+00,6.748684124366322035e-01,4.540480191866952953e-01,0.000000000000000000e+00,7.924828983539172755e-01,6.131476860260272055e-01,6.131476860260272055e-01
6.060606060606060774e-02,7.564633275546288615e-01,0.000000000000000000e+00,7.564633275546288615e-01,6.020576255312466429e-01,6.020576255312466429e-01,2.453559924999298980e-01,1.001819320054558649e+00,6.670704702468231995e-01,4.462500769968862913e-01,0.000000000000000000e+00,7.564633275546288615e-01,6.020576255312466429e-01,6.020576255312466429e-01
7.070707070707071829e-02,7.220809018385463407e-01,0.000000000000000000e+00,7.220809018385463407e-01,5.908617839884573453e-01,5.908617839884573453e-01,2.453559924999298980e-01,9.674368943384762387e-01,6.592698453139266279e-01,4.384494520639897197e-01,0.000000000000000000e+00,7.220809018385463407e-01,5.908617839884573453e-01,5.908617839884573453e-01
8.080808080808081495e-02,6.892612104349696844e-01,0.000000000000000000e+00,6.892612104349696844e-01,5.795709171266705262e-01,5.795709171266705262e-01,2.453559924999298980e-01,9.346172029348995824e-01,6.514749725730919483e-01,4.306545793231550401e-01,0.000000000000000000e+00,6.892612104349696844e-01,5.795709171266705262e-01,5.795709171266705262e-01
9.090909090909091161e-02,6.579332246575679832e-01,0.000000000000000000e+00,6.579332246575679832e-01,5.681961711152527794e-01,5.681961711152527794e-01,2.453559924999298980e-01,9.032892171574978812e-01,6.436942621045719237e-01,4.228738688546350155e-01,0.000000000000000000e+00,6.579332246575679832e-01,5.681961711152527794e-01,5.681961711152527794e-01
1.010101010101010222e-01,6.280291441834252586e-01,0.000000000000000000e+00,6.280291441834252586e-01,5.567490409461471890e-01,5.567490409461471890e-01,2.453559924999298980e-01,8.733851366833551566e-01,6.359360629113325336e-01,4.151156696613956254e-01,0.000000000000000000e+00,6.280291441834252586e-01,5.567490409461471890e-01,5.567490409461471890e-01
1.111111111111111188e-01,5.994842503189410365e-01,0.000000000000000000e+00,5.994842503189410365e-01,5.452413257807386948e-01,5.452413257807386948e-01,2.453559924999298980e-01,8.448402428188709345e-01,6.282086272552581674e-01,4.073882340053212592e-01,0.000000000000000000e+00,5.994842503189410365e-01,5.452413257807386948e-01,5.452413257807386948e-01
1.212121212121212155e-01,5.722367659350217073e-01,0.000000000000000000e+00,5.722367659350217073e-01,5.336850816116294194e-01,5.336850816116294194e-01,2.453559924999298980e-01,8.175927584349516053e-01,6.205200758738956823e-01,3.996996826239587741e-01,0.000000000000000000e+00,5.722367659350217073e-01,5.336850816116294194e-01,5.336850816116294194e-01
1.313131313131313260e-01,5.462277217684341490e-01,0.000000000000000000e+00,5.462277217684341490e-01,5.220925716297669661e-01,5.220925716297669661e-01,2.453559924999298980e-01,7.915837142683640471e-01,6.128783643859800900e-01,3.920579711360431818e-01,0.000000000000000000e+00,5.462277217684341490e-01,5.220925716297669661e-01,5.220925716297669661e-01
1.414141414141414366e-01,5.214008287999684077e-01,0.000000000000000000e+00,5.214008287999684077e-01,5.104762147222416946e-01,5.104762147222416946e-01,2.453559924999298980e-01,7.667568212998983057e-01,6.052912511756449732e-01,3.844708579257080650e-01,0.000000000000000000e+00,5.214008287999684077e-01,5.104762147222416946e-01,5.104762147222416946e-01
1.515151515151515194e-01,4.977023564332110905e-01,0.000000000000000000e+00,4.977023564332110905e-01,4.988485325548378535e-01,4.988485325548378535e-01,2.453559924999298980e-01,7.430583489331410441e-01,5.977662670226810970e-01,3.769458737727441888e-01,0.000000000000000000e+00,4.977023564332110905e-01,4.988485325548378535e-01,4.988485325548378535e-01
1.616161616161616299e-01,4.750810162102796497e-01,0.000000000000000000e+00,4.750810162102796497e-01,4.872220957154054233e-01,4.872220957154054233e-01,2.453559924999298980e-01,7.204370087102095477e-01,5.903106867199862107e-01,3.694902934700493025e-01,0.000000000000000000e+00,4.750810162102796497e-01,4.872220957154054233e-01,4.872220957154054233e-01
1.717171717171717404e-01,4.534878508128581398e-01,0.000000000000000000e+00,4.534878508128581398e-01,4.756094694088184860e-01,4.756094694088184860e-01,2.453559924999298980e-01,6.988438433127880378e-01,5.829315028900340367e-01,3.621111096400971285e-01,0.000000000000000000e+00,4.534878508128581398e-01,4.756094694088184860e-01,4.756094694088184860e-01
1.818181818181818232e-01,4.328761281083058354e-01,0.000000000000000000e+00,4.328761281083058354e-01,4.640231592013140949e-01,4.640231592013140949e-01,2.453559924999298980e-01,6.782321206082357889e-01,5.756354021804410692e-01,3.548150089305041610e-01,0.000000000000000000e+00,4.328761281083058354e-01,4.640231592013140949e-01,4.640231592013140949e-01
1.919191919191919338e-01,4.132012400115336881e-01,0.000000000000000000e+00,4.132012400115336881e-01,4.524755573112395068e-01,4.524755573112395068e-01,2.453559924999298980e-01,6.585572325114635861e-01,5.684287439852027113e-01,3.476083507352658031e-01,0.000000000000000000e+00,4.132012400115336881e-01,4.524755573112395068e-01,4.524755573112395068e-01
2.020202020202020443e-01,3.944206059437654899e-01,0.000000000000000000e+00,3.944206059437654899e-01,4.409788899346575586e-01,4.409788899346575586e-01,2.453559924999298980e-01,6.397765984436953879e-01,5.613175418036100428e-01,3.404971485536731346e-01,0.000000000000000000e+00,3.944206059437654899e-01,4.409788899346575586e-01,4.409788899346575586e-01
